AuthorId,Name
7006815587,Doering C.R.
36154754400,Whitehead J.P.
57193226888,Huang Z.
57216966389,Du X.
57208015963,Chen L.
57193230951,Li Y.
56584993700,Liu M.
7403329173,Jin L.
57204964732,James B.
12544690900,Quinn H.
54978625300,Goeders J.
57201947722,Manring L.
57209567638,Pederson J.
57209581042,Potts D.
55845968200,Boardman B.
14831622300,Mascareñas D.D.L.
12646372900,Harden T.
55788214400,Cattaneo A.
57219330558,Samuelson C.R.
57219332168,Duffy-Deno C.A.
57219327922,Whitworth C.B.
55220932600,Tippmann J.D.
56263319900,Qu Y.
55436436900,Shu W.
57218480110,Qiu L.
7004688501,Kuan Y.
7601550121,Chang J.S.
57201735120,Bopp D.G.
57216287696,Taylor E.
57216287324,Le K.
6506462706,Schima S.
8357777200,Hummon M.T.
7004945584,Kitching J.
9741060000,Kaoumi D.
12143690400,Ohara Y.
57208015244,Stuber Geesey M.A.
57052262900,Xi L.
57204944822,Schoell R.
7102369425,Bryan C.R.
6603460787,Enos D.G.
6603089864,Summa D.A.
12761902000,Ulrich T.J.
9279493200,Shayer Z.
57194034271,Cabas A.
53866135200,Beyzaei C.
55315026400,Franke K.
57216076371,Koehler R.
56818839700,Pierce I.
23570183200,Stuedlein A.
57216048774,Christie S.
7202049689,Tucker A.L.
57207774891,Zheng S.
57213342768,Gardner J.W.
7006410098,Bohn R.E.
56206655300,Sacchi C.
55368982000,Schlegel C.
56078804700,Rossi T.
57216040137,Noble M.
7102391180,Ruggieri M.
7402406630,Cheung K.-M.
7004398165,Marchese M.
6701655006,Granelli F.
35103143500,Popescu V.
7801550098,Murroni M.
14832404400,Conci N.
56221719300,Hunt J.P.
57210161259,Zhao E.L.
57203181568,Soltani M.
57212304730,Frei M.
55458271500,Nelson J.A.D.
56266132600,Bundy B.C.
57210289242,Greenwood J.
57209399454,Fanning D.T.
9245406100,Oliphant K.
57194053456,Goates C.B.
56968013300,Calton M.F.
6701723921,Copley D.C.
57202910211,Smith R.
57196421757,Rosen J.
24402340500,Ventura D.
55645613600,Sisodia S.M.
55546296200,Bull D.J.
6603579157,Gamstedt E.K.
28167695400,Mavrogordato M.N.
57212950333,Spearing S.M.
55945437600,Taus M.
7004277402,Rodin G.J.
55911870000,Hughes T.J.R.
57215811083,Searle H.
17434035200,Gomes M.
24726409500,Vilela J.P.
57191862517,Nyshadham C.
23091904000,Rupp M.
57208341600,Bekker B.
53878508900,Shapeev A.V.
56363360200,Mueller T.
56148594700,Rosenbrock C.W.
6602577617,Csányi G.
36176552000,Wingate D.W.
57189244450,Kamminga J.W.
57211332837,Jones M.
8231832400,Seppi K.
57192300416,Meratnia N.
6701454416,Havinga P.J.M.
57202064143,Johnston J.D.
57204597171,Cowger A.E.
57192662939,Graul R.J.
57210982957,Nash R.
57204035623,Tueller J.A.
57196952707,Hendrickson N.R.
57196950804,Robinson D.R.
57213874106,Beard J.D.
7402658393,Weber K.S.
56680952700,Josephson C.
55588035200,Ruoti S.
6601908155,Seamons K.
56102505100,Paré P.E.
57191620725,Grimsman D.
56819566000,Wilson A.T.
16178649400,Warnick S.
35729129900,Miao X.
53866006800,Chu H.
56126031600,Liu H.
36538565900,Yang Y.
57210585829,Li X.
57203978933,Sargent B.S.
57212415946,Brown N.
57205129154,Pires dos Santos R.
7402370024,Dean D.L.
57203310052,Weaver J.M.
57193627694,Ashcraft C.C.
35175200200,Shaikh M.T.
6602198438,Ogles B.
55948963100,Aldous P.
7005411524,Mercer E.
36459611200,Bingham E.
7402074463,Edward Gibson G.
34868168700,El Asmar M.
57126129700,Hogstrom C.
57205617484,Francis B.L.
57215432728,Nuttall J.R.
56677251600,Nelson T.
57208598187,Avila A.
7004307869,Herder J.L.
57205257595,Machekposhti D.F.
36503632200,Candia G.
16481299700,Mayoral J.M.
56331558100,Wood C.
47962305800,Montgomery J.
7101640734,Hutchinson T.
55916448500,Morales-Velez A.C.
57200363612,Fagergren F.
57212151348,Sypherd S.
57212147414,Snow D.
57212136375,Cunningham A.
57200529047,Neff C.
56112492400,Nussbaum J.
57215653879,Gardiner C.
18937960700,Zunino J.L.
57216187696,Newton M.
25627506700,Craddock T.J.A.
57210477807,Fletcher M.
7005345401,Klimas N.G.
7005976828,Broderick G.
57192067288,Johnson C.L.
57202855772,Moss C.D.
7406665619,Lee D.-J.
57212089454,Amin M.N.
57202116348,Hamblin M.
56709476900,Meena G.G.
57205025235,Brown O.
57202256915,Hanson R.
57193755486,Wood R.L.
57002749600,Robison R.
57208584595,Roundtree K.A.
35546747200,Adams J.A.
57003496300,Swindlehurst E.
57212110613,Jensen H.
57216244800,Chang M.-C.F.
7409253428,Wu J.-T.
57144864700,Chen Y.-F.
57194205673,Lin C.-S.
35078644900,Hong C.-F.
57204475222,Sun C.
8208317300,Lin H.-H.
55797091700,Zhao W.
57204783601,Yang X.
57192945685,Hu R.
56939117000,Liu C.
56585491000,Xuan J.
16308483700,Xu Y.
57200214703,Li T.
35311157900,Liu B.-F.
55345299700,Huang B.
56110251000,Mardkhe M.K.
57208682307,Corie T.H.
24779209500,Fernandes T.
56012631600,Wang T.
56487893500,Sidhar H.
7402648240,Mishra R.S.
57200884469,Upadhyay P.
57203221999,Carlson B.
6603570606,Shoemaker G.
55858031100,Wood A.E.
57211493546,Wilson A.E.
57205881788,Baker M.J.
57214032187,Baker W.H.
57208524360,Hanks K.N.
26634229600,Richards P.W.
7005934389,Randall G.C.
57208823236,Hansen K.R.
57190605478,Jackson B.
35508257500,Long D.G.
8321530600,Brodzik M.J.
7005709969,Hardman M.A.
57208255032,Badger J.C.
15848771600,Lang R.J.
7006533953,Halverson D.M.
57199980412,Guo C.
55475654800,Zhao D.
57191156976,Hammond A.
57209978209,Potokar E.
57118455800,Liu F.C.
7401431037,Nelson T.W.
24401574900,McCracken S.L.
7003498548,Sederberg T.W.
57207334294,Adams D.W.
56976354400,Okeson T.J.
57209659294,Barrett B.J.
57209655847,Arce S.
57204570329,Vernon C.A.
57210191104,Derricott J.
57214009254,Peterson C.
57217482839,Allen B.C.
57209640119,Ellingson J.
57210919648,Jain P.
57210912098,Farrell M.
57206968876,Jackson J.S.
56824897200,Nielsen J.
57210911049,Bidstrup C.
57210916608,Wynn J.S.
57205198823,Hutchings N.
57210927548,Dutson J.
57210928665,Allen D.
6602572190,Eggett D.L.
57210914089,Akagi J.
57203981655,Moon B.G.
57210920448,Chen X.
57202433366,Robles V.D.
56724258600,Khajah T.
7801676127,Villamizar V.
57194391871,Blackburn L.
57189491950,Young A.
57205348362,Rogers P.
51461952600,Powell K.M.
57191587072,Chelladurai I.
24295291100,Miles M.P.
23052031200,Niezgoda S.
7004495126,Beyerlein I.J.
12778890800,Knezevic M.
57194703295,Asimaki D.
57144565100,Tepalcapa S.
57189458176,Roman-de la Sancha A.
24080990600,Montalva G.
56323465700,Rojas-Nastrucci E.A.
57209274795,Griffin D.
7102483892,Weller T.M.
57200208018,May D.
36701008900,Aktas A.
7201687754,Advani S.G.
7202401225,Berg D.C.
12805837100,Endruweit A.
56257805000,Fauster E.
7005067917,Lomov S.V.
7202417224,Long A.
55927295500,Mitschang P.
6508257901,Abaimov S.
55931847400,Abliz D.
7004092560,Akhatov I.
56955794500,Ali M.A.
55778257800,Allen T.D.
6701664914,Bickerton S.
24504209800,Bodaghi M.
55247112800,Caglar B.
57207841000,Caglar H.
12780700500,Chiminelli A.
7006236094,Correia N.
16303239800,Cosson B.
55315191100,Danzi M.
57194063754,Dittmann J.
6701501207,Ermanni P.
24072733200,Francucci G.
57192140261,Grishaev V.
57207843958,Hancioglu M.
57207841443,Kabachi M.A.
57207846799,Kind K.
56473665600,Deléglise-Lagardère M.
23977815400,Laspalas M.
56308354900,Lebedev O.V.
36859700200,Lizaranzu M.
26221155700,Liotier P.-J.
24385613600,Middendorf P.
15081415200,Morán J.
7408416878,Park C.-H.
11042527300,Pipes R.B.
56185388600,Pucci M.F.
57207844500,Raynal J.
57189577432,Rodriguez E.S.
6602943081,Schledjewski R.
57207842677,Schubnel R.
39062078800,Sharp N.
7101608513,Sims G.
6602499334,Sozer E.M.
57202152216,Sousa P.
57213372150,Thomas J.
8555191500,Umer R.
57195579636,Wijaya W.
57207842193,Willenbacher B.
57203836326,Yong A.
55639502500,Zaremba S.
6602168494,Ziegmann G.
24759275600,McDonald J.K.
57207312334,Michela E.
57192981384,Davis H.C.
57190258899,Luc-Harkey B.A.
24333330300,Seeley M.K.
57189382200,Troy Blackburn J.
57203250533,Pietrosimone B.
57203957449,Teng J.
14059209700,Zhang D.
57201759181,Ling M.
16548784600,Cao J.
57210286057,Dryer Z.
57210287346,Nickerl A.
57210288854,Carreira M.
57214559823,Monteiro T.
6602749964,Gibby W.
57205512220,Parish W.
7102985794,Merrill R.M.
9739395200,Fernandez D.
57202736299,Anderson C.R.
57205515588,Merchel E.
57205514839,Parr R.
57194392244,Hicks D.
7006214218,Mehl M.J.
57194503011,Gossett E.
9845705900,Toher C.
7004929818,Levy O.
57194379165,Hanson R.M.
6603325558,Curtarolo S.
57191586637,Chatterjee S.
57208184650,Chapman S.C.
57189294915,Major G.H.
6701755273,Lunt B.M.
55200909800,Harrison C.R.
7004234161,Linford M.R.
56330970800,DeFigueiredo B.P.
57190247942,Tolman K.A.
57197791798,Crampton E.B.
57191995887,Andersen J.
57203240784,Dickinson L.
57193574682,Heidbrink S.
57208784903,Monson T.
56417117600,O'Neill M.
57203245208,Reese K.
57208771517,Spendlove B.
35621274900,Vaziripour E.
55681652500,Wu J.
7003445799,Zappala D.
55855376400,Nysetvold T.B.
57126390100,Gagakuma E.
57205509268,Fronk Z.
57208845618,Gross A.
57205502574,Willmore D.
57205849200,Arango A.
57205504743,Higham C.
57207222602,Nguyen V.
57205504946,Kale V.
57205502490,McMillan G.
7004339080,Seegmiller R.E.
57200375892,Pierce J.
57193720916,Gunter C.
6701421652,Fourment L.
57205270902,Mathis T.
57209887692,Pinto T.
57205763350,Forsgren B.
7004435321,Fonseca F.S.
56781290700,Fortes E.S.
36055605700,Parsekian G.A.
16041305200,Camacho J.S.
57215322624,Stanley Fujimoto M.
57204552603,Barton T.J.
57204551844,Linn J.
57204547933,Jenkins D.
57200690449,Arnold B.T.
57208717150,Lee A.
57204091960,Allen Q.S.
56353116200,Allen J.D.
6603717022,Hatch N.W.
57210923446,Chen J.
55652695700,Oh S.K.
57205329719,Nabulsi N.
57199801999,Johnson H.
57193242858,Wang W.
7005512824,Ryou J.-H.
57205263313,Hogg S.M.
36953700600,Le Bas P.-Y.
57202047395,Noronha D.H.
57193927413,Zhao R.
26029526200,Luk W.
7006799143,Wilton S.J.E.
57203922639,Stubbs C.J.
57196487336,Sun W.
16199522200,Cook D.D.
56985459400,Kraus D.
57195343816,Sherrod V.
57201722090,Day N.
56237421600,Cowley A.
55912340300,Vosughi A.
57201864184,Johnson C.
34874297000,Xue M.
10639679200,Roy S.
56854811600,Rich P.J.
55141781300,Hu H.H.
57190384916,Maestre J.
7005253700,Pallares J.
7004060735,Cuesta I.
55413434100,Collins D.H.
57197733358,Janke D.
57200390842,Monk A.
8392459500,Hunter A.
57200730892,Moore B.A.
53984647600,Mudunuru M.
56806547100,Chau V.
57201199846,Tchoua R.
57201509548,Karra S.
7006051256,O'Malley D.
6505878659,Rougier E.
8298784700,Viswanathan H.
35747244700,Srinivasan G.
57193565771,Leung H.
56315330500,Woodbury N.
16177635300,Dankers A.
57207108623,Brodie M.
57200290256,Tensmeyer C.
57207112163,Ackerman W.
7102270639,Martinez T.
55638504300,Youn C.C.
56798055200,Gates N.S.
57192697616,Moore K.R.
8621794000,Ning A.
57215306633,Newcomb J.E.
57201367093,Unrau M.A.
57189445479,Sanchez D.
55812232700,Munro T.
57192955909,La A.
55161739600,Howell B.
57211281996,Siebert J.
57211282830,Hill M.
57204903122,Hazen G.
57187178400,Morgan D.
57211282935,Hamilton M.
57216747100,Korimi M.
57216739000,Adams M.R.
16313800700,Smalley D.
57212553003,Pham H.
57200205435,Schroedter T.
57203241931,Smith T.
57212168814,Armknecht J.
57212172095,Cameron J.
57205292526,Rogers W.
57195066838,Neupane A.
57212106357,Clinton R.
57212103171,Whitehead J.
57211214561,Seat M.L.
57211216470,Wyatt Clegg B.
57212107036,Metro D.
57212104751,Cockrell J.
57212106857,Moffett T.
57212104028,Bonner N.
57204799155,Kincaid C.J.
57204803477,Vaterlaus A.C.
57204802622,Stanford N.R.
57219001134,Redd B.
57218994430,Ebert J.
57218994299,Twitchell A.
36677010800,Briceño X.
57204692730,Arabian F.
56747516900,Warner W.Y.
56071519600,Wilson M.E.
57212342916,Ynchausti C.
57212351695,Seymour K.
57212342217,Sheffield J.
57212343330,Armstrong A.G.
57192710054,Butler J.
57212351059,Hunter J.G.
57212341630,Andrews D.W.
57212277900,Brown T.
57188667076,Hope S.
57200534297,Stringham B.J.
57214773567,Smith D.O.
57212271263,Naylor T.A.
57111140800,Martin R.A.
57197737083,Sadler J.
57205761514,Day R.D.
57205766759,Bronson P.G.
57205762398,Tovar J.L.
7004511126,Tree D.R.
57200687939,Tobiasson J.R.
57200688910,Egbert S.C.
57031187500,Gong H.
57089497400,Johnson B.I.
57209912956,Avval T.G.
57209911428,Hodges G.T.
57211503118,Carver V.
57211500187,Membreno K.
7006120837,Allred D.D.
57209530205,Hooper K.
57215116223,Baker N.F.
57191952713,Stanley A.P.J.
36682113800,Dykes K.
56245452300,Annoni J.
35310092900,Fleming P.
57214589312,Thorum A.
57215007775,Page L.
36126203400,Hua Z.
7102843798,Hurley D.
57214451592,Yayoglu Y.E.
6603114735,Gallant N.D.
8641604600,Toomey R.
57201357657,Soderquist D.R.
57191570988,Orme A.
23027991800,List M.G.
7103035939,Rossiter J.A.
57212228353,Pope S.A.
7404957607,Jones B.L.
55849943100,Lundgreen R.
35338971800,Bai H.
57207260622,Starick T.
57195960835,Nittala S.
57203300120,Howland S.
13607032600,Jesiek B.
57209399640,Tyler J.
57212167791,Gatrell C.
57209394752,Howard D.
57211217749,Gibbons J.D.
57203661821,Lusk P.C.
46961076700,Glaab P.C.
7801515665,Glaab L.J.
56709364700,Stott M.A.
57208012133,Wagstaff K.B.
57208012227,Black R.
55698505100,Black J.A.
57203308821,Hueros R.A.R.
55326143600,Parks J.W.
57212351859,Goodson M.
7404766197,Anderson M.
57212271159,Stapleton T.
57205765859,Owens T.
57210375461,Ba Q.
56484754900,Cheng L.
6506942267,Lofthouse V.
6602562656,Bhamra T.
57202112010,Downing T.
57202120923,Anderson S.
57193360481,Wright L.
57205767010,Haskell M.
57205762391,Bowman E.
35435170000,Lingwall B.N.
55665473200,Youd T.L.
57204677450,Blonquist J.
57204677555,Liang J.H.
57204472177,Rowberry H.C.
56530707600,Noyce S.G.
54790496100,Craighead H.G.
26427694400,Jolly S.
57190256209,Datta B.
57191107247,Parthiban V.
55664291100,Michael Bove V.
7202317282,Katayama I.
57192070840,Kobayashi M.
57201700890,Gubaev K.
57195574701,Podryabinkin E.V.
57215333932,Khah F.S.
34868658300,Rybkowski Z.K.
57215305002,Ray Pentecost A.
7410171017,Smith J.P.
57215336161,Muir R.
57201360985,Terry J.S.
57212351343,Whitaker J.
6506328689,Neilsen T.B.
57194859276,Vaughn A.B.
15766049500,Swift S.H.
7202538835,Downing J.M.
15044701600,James M.M.
57216989927,Tilahun L.E.
57211502145,Gabriel Richardson J.
6507803480,Steven Turley R.
55634592700,Eargle D.
36713489900,Jenkins J.L.
35725132100,Brock Kirwan C.
36986090000,Anderson B.B.
55557218000,Abut F.
7102443026,Akay M.F.
7403558004,George J.
55247719300,Jain A.
56871132500,Stambaugh A.
7402407628,Patterson J.L.
56790117900,Yellowhorse A.
57212345817,Ignaut B.
57191362366,Zimmerman T.
57204968964,Bohman M.
55353164900,Cazzaniga C.
7101816954,Frost C.
24337245000,Arashida Y.
56023819400,Yamashita G.
10639240900,Matsubara E.
11043349200,Ashida M.
13411176900,Gou Y.
8922674200,Chen G.
57205595555,Peterson S.
9336961600,Stephens K.K.
16425686200,Hughes A.
57217471535,Purohit H.
56577741600,Sen U.
7102317656,Ganguly R.
57200514682,Yu L.
7003388995,Megaridis C.M.
16229559200,Banik J.A.
57207993531,Villa J.M.
56560118600,Ayoubi P.
57214608701,Roxanne Hiltz S.
55598006500,Imran M.
23668489900,Plotnick L.
15848894300,Power R.
57209871741,Turoff M.
6507447149,Pastusek P.
23012428800,Payette G.
56642521500,Shor R.
24780432200,Cayeux E.
55233755100,Aarsnes U.J.
7801636116,Menand S.
7101973402,Macpherson J.
35368447500,Gandikota R.
7801530241,Behounek M.
56689651300,Harmer R.
7005786977,Detournay E.
7801609389,Illerhaus R.
55922401500,Liu Y.
57191525048,Allender E.J.
41262329300,Orgel C.
57203758421,Almeida N.V.
57203801188,Cook J.
57203805526,Ende J.J.
57202763603,Kamps O.
56116155300,Mazrouei S.
57203801050,Slezak T.J.
57199854443,Soini A.-J.
56979909000,Kring D.A.
57205650285,Leavitt J.C.
56698926600,Lee D.S.
55627591500,King M.
57205652485,Evans W.
57193683516,Rice W.
57202192401,Kim K.M.
57203191415,Russell B.D.
57203142381,Emerson P.
55303499100,Bowen L.
56577817900,Wilcox E.
57189623841,Shrager A.
7003678761,Frecker M.I.
6602997992,von Lockette P.
7202539045,Simpson T.W.
55710750200,Temple K.
6508087756,Chalfant T.
57207110219,Ernst D.
57214580514,Kahn C.
57204110218,McGhin R.F.
26642910500,Hotchkiss R.
56549581200,Hotchkiss R.H.
7404022739,Cox J.J.
7003352704,Tikare V.
7102280128,Kurata M.
34976725300,Haut T.
6602423274,Wingate B.A.
57198044407,Huang X.
55736791400,Wang X.
